Site_id	Ip_counts	Input_counts	m6a_ratio	Sample_group_id	Beta_level
ENSG00000016082_exon_7_222_chr5_+_50689548_50689699	1960;1482;1845;2201;1535;1832	109;90;152;154;107;53	9.953;13.133;9.63;9.385;10.267;29.281	1;1;1;2;2;2	0.194;0.806
ENSG00000016082_exon_7_249_chr5_+_50689575_50689726	1993;1536;1878;2256;1567;1884	115;90;162;144;109;55	9.623;13.61;9.161;10.279;10.287;28.952	1;1;1;2;2;2	0.299;0.701
ENSG00000016082_exon_7_256_chr5_+_50689582_50689733	2169;1663;2063;2495;1693;2024	109;90;180;158;114;62	11.013;14.736;9.103;10.373;10.64;27.41	1;1;1;2;2;2	0.274;0.726
ENSG00000016082_exon_7_268_chr5_+_50689594_50689745	2555;1979;2429;2989;2089;2472	114;97;186;184;142;152	12.439;16.241;10.346;10.688;10.498;13.809	1;1;1;2;2;2	0.932;0.068
ENSG00000016082_exon_7_393_chr5_+_50689719_50689870	2942;2368;2841;3675;2647;3066	159;199;210;282;219;284	10.253;9.516;10.744;8.576;8.649;9.176	1;1;1;2;2;2	0.62;0.38
ENSG00000016082_exon_7_46_chr5_+_50689372_50689523	770;722;868;991;633;857	177;159;199;223;187;212	2.415;3.631;3.461;2.918;2.43;3.424	1;1;1;2;2;2	0.903;0.097
ENSG00000016082_exon_7_466_chr5_+_50689792_50689943	2530;2024;2472;3032;2292;2653	179;196;185;228;222;236	7.843;8.263;10.594;8.729;7.391;9.547	1;1;1;2;2;2	0.079;0.921
ENSG00000016082_exon_7_498_chr5_+_50689824_50689975	2339;1901;2315;2878;2183;2488	182;206;188;228;217;208	7.101;7.374;9.751;8.286;7.2;10.144	1;1;1;2;2;2	0.975;0.025
ENSG00000016082_exon_7_568_chr5_+_50689894_50690045	1085;839;988;1190;950;992	65;79;88;75;135;141	9.267;8.498;8.83;10.414;5.019;5.96	1;1;1;2;2;2	0.705;0.295
ENSG00000016082_exon_7_574_chr5_+_50689900_50690051	936;750;867;1076;844;880	55;64;83;71;112;141	9.349;9.291;8.242;9.946;5.398;5.286	1;1;1;2;2;2	0.051;0.949
ENSG00000016082_exon_7_721_chr5_+_50690047_50690198	898;701;858;1084;758;815	171;226;242;171;188;193	2.906;2.487;2.815;4.167;2.894;3.581	1;1;1;2;2;2	0.103;0.897
ENSG00000016082_exon_7_788_chr5_+_50690114_50690265	986;749;900;1155;847;850	197;272;258;150;176;177	2.779;2.203;2.768;5.057;3.449;4.069	1;1;1;2;2;2	0.909;0.091
ENSG00000016082_exon_7_806_chr5_+_50690132_50690283	986;750;900;1158;846;851	197;272;258;150;176;177	2.766;2.206;2.768;5.066;3.446;4.074	1;1;1;2;2;2	0.799;0.201
ENSG00000016082_exon_7_846_chr5_+_50690172_50690323	874;655;751;1003;721;763	164;171;263;140;182;128	2.961;3.06;2.263;4.697;2.842;5.043	1;1;1;2;2;2	0.445;0.555
ENSG00000016082_exon_7_892_chr5_+_50690218_50690369	785;593;674;901;668;679	101;159;212;123;150;142	4.282;2.982;2.525;4.794;3.184;4.053	1;1;1;2;2;2	0.984;0.016
ENSG00000016082_exon_7_955_chr5_+_50690281_50690432	303;190;235;308;253;251	48;119;106;76;99;76	3.507;1.281;1.765;2.666;1.829;2.787	1;1;1;2;2;2	0.295;0.705
ENSG00000016864_exon_1_146_chr3_-_52728649_52728800	400;305;366;457;330;406	21;53;34;38;35;50	10.266;4.575;8.485;7.799;6.681;6.901	1;1;1;2;2;2	0.836;0.164
ENSG00000016864_exon_1_215_chr3_-_52728718_52728869	598;476;516;685;511;532	23;34;30;96;35;76	14.102;10.925;13.669;4.696;10.356;5.908	1;1;1;2;2;2	0.811;0.189
ENSG00000016864_exon_1_269_chr3_-_52728772_52728923	666;541;603;773;590;619	41;47;63;96;43;84	8.914;9.168;7.576;5.302;9.773;6.263	1;1;1;2;2;2	0.666;0.334
ENSG00000016864_exon_1_280_chr3_-_52728783_52728934	652;529;589;765;575;600	39;47;62;96;35;84	9.153;8.973;7.538;5.245;11.657;6.072	1;1;1;2;2;2	0.589;0.411
ENSG00000016864_exon_1_292_chr3_-_52728795_52728946	651;518;584;751;555;580	40;32;62;96;35;84	8.925;12.64;7.472;5.152;11.236;5.872	1;1;1;2;2;2	0.294;0.706
ENSG00000016864_exon_1_340_chr3_-_52728843_52728994	554;417;443;583;442;470	33;26;53;67;35;52	9.07;12.526;6.58;5.703;8.958;7.666	1;1;1;2;2;2	0.109;0.891
ENSG00000017260_exon_33_147_chr3_+_130720209_130720360	204;179;121;192;153;186	66;51;90;34;78;100	1.695;2.792;1.072;3.654;1.395;1.589	1;1;1;2;2;2	0.896;0.104
ENSG00000017260_exon_33_155_chr3_+_130720217_130720368	204;180;123;195;153;190	66;51;90;34;78;98	1.695;2.807;1.09;3.713;1.395;1.638	1;1;1;2;2;2	0.28;0.72
ENSG00000017260_exon_33_166_chr3_+_130720228_130720379	205;178;122;202;156;191	66;47;90;34;78;98	1.704;3.018;1.081;3.851;1.421;1.646	1;1;1;2;2;2	0.691;0.309
ENSG00000017260_exon_33_177_chr3_+_130720239_130720390	197;162;106;190;135;176	58;47;57;28;77;93	1.878;2.757;1.457;4.362;1.247;1.603	1;1;1;2;2;2	0.661;0.339
ENSG00000017260_exon_33_192_chr3_+_130720254_130720405	196;157;94;182;120;175	50;30;56;20;80;83	2.144;4.102;1.327;5.793;1.067;1.799	1;1;1;2;2;2	0.885;0.115
ENSG00000017260_exon_33_83_chr3_+_130720145_130720296	110;102;77;106;98;105	63;29;70;33;68;32	0.971;2.743;0.871;2.074;1.024;2.725	1;1;1;2;2;2	0.187;0.813
ENSG00000017797_exon_14_224_chr18_+_9535891_9536042	157;149;164;146;108;152	49;40;72;59;69;47	1.789;2.982;1.791;1.624;1.116;2.715	1;1;1;2;2;2	0.974;0.026
ENSG00000017797_exon_14_233_chr18_+_9535900_9536051	157;148;160;150;104;150	49;40;71;59;67;46	1.789;2.963;1.772;1.67;1.109;2.726	1;1;1;2;2;2	0.801;0.199
ENSG00000017797_exon_7_116_chr18_+_9516957_9517108	2363;2186;2291;2672;2280;2142	166;219;256;206;172;324	7.864;8.001;7.105;8.544;9.494;5.611	1;1;1;2;2;2	0.554;0.446
ENSG00000017797_exon_7_139_chr18_+_9516980_9517131	2352;2184;2287;2663;2273;2137	166;219;254;203;172;324	7.827;7.994;7.152;8.639;9.466;5.599	1;1;1;2;2;2	0.435;0.565
ENSG00000017797_exon_7_144_chr18_+_9516985_9517136	2338;2172;2276;2650;2249;2123	161;217;250;188;172;324	8.053;8.024;7.211;9.277;9.368;5.562	1;1;1;2;2;2	0.968;0.032
ENSG00000017797_exon_7_164_chr18_+_9517005_9517156	2169;2011;2137;2462;2056;1986	148;175;201;154;131;319	8.085;9.168;8.425;10.497;11.185;5.29	1;1;1;2;2;2	0.829;0.171
ENSG00000017797_exon_7_242_chr18_+_9517083_9517234	1610;1474;1491;1802;1420;1456	115;185;123;91;95;178	7.71;6.383;9.609;13.028;10.671;6.928	1;1;1;2;2;2	0.899;0.101
ENSG00000017797_exon_7_71_chr18_+_9516912_9517063	2161;2069;2146;2506;2115;1983	160;197;270;201;172;307	7.488;8.399;6.312;8.21;8.809;5.483	1;1;1;2;2;2	0.047;0.953
ENSG00000017797_exon_8_149_chr18_+_9522305_9522456	191;99;149;153;69;104	29;64;70;30;98;60	3.63;1.227;1.673;3.3;0.503;1.469	1;1;1;2;2;2	0.984;0.016
ENSG00000017797_exon_8_163_chr18_+_9522319_9522470	166;98;141;153;68;101	18;60;50;37;34;64	4.911;1.297;2.237;2.692;1.418;1.335	1;1;1;2;2;2	0.92;0.08
ENSG00000017797_exon_8_4_chr18_+_9522160_9522311	278;235;291;291;191;270	49;61;52;107;108;39	3.152;3.064;4.415;1.792;1.272;5.851	1;1;1;2;2;2	0.917;0.083
ENSG00000017797_exon_8_40_chr18_+_9522196_9522347	124;102;125;123;95;102	19;53;55;64;95;29	3.5;1.53;1.789;1.265;0.718;2.936	1;1;1;2;2;2	0.241;0.759
ENSG00000017797_exon_9_6_chr18_+_9524596_9524747	91;68;70;67;40;54	46;25;26;28;45;39	1.102;2.131;2.088;1.549;0.644;1.182	1;1;1;2;2;2	0;1
ENSG00000019505_exon_1_3512_chr11_-_45265362_45265513	706;522;503;709;495;493	144;160;158;194;245;218	2.721;2.612;2.52;2.409;1.45;1.924	1;1;1;2;2;2	0.359;0.641
ENSG00000019505_exon_1_3577_chr11_-_45265427_45265578	1042;748;772;1044;763;755	140;196;163;179;270;260	4.121;3.053;3.742;3.838;2.022;2.463	1;1;1;2;2;2	0.058;0.942
ENSG00000019505_exon_1_3583_chr11_-_45265433_45265584	1042;750;772;1042;763;752	140;196;163;178;266;257	4.121;3.065;3.742;3.852;2.052;2.484	1;1;1;2;2;2	0.135;0.865
ENSG00000019505_exon_1_3594_chr11_-_45265444_45265595	1044;753;772;1046;765;753	140;196;163;178;266;257	4.13;3.076;3.742;3.867;2.057;2.487	1;1;1;2;2;2	0.082;0.918
ENSG00000019505_exon_1_3639_chr11_-_45265489_45265640	894;690;681;897;669;684	98;152;130;92;167;221	5.018;3.636;4.141;6.414;2.87;2.629	1;1;1;2;2;2	0.079;0.921
ENSG00000019505_exon_1_3648_chr11_-_45265498_45265649	863;675;673;873;667;669	98;174;130;89;168;217	4.891;3.099;4.092;6.451;2.845;2.621	1;1;1;2;2;2	0.479;0.521
ENSG00000019505_exon_1_3677_chr11_-_45265527_45265678	953;754;739;943;742;742	129;220;206;136;205;259	4.097;2.749;2.841;4.548;2.588;2.43	1;1;1;2;2;2	0.293;0.707
ENSG00000019505_exon_1_3720_chr11_-_45265570_45265721	501;388;388;470;385;386	65;115;147;85;115;156	4.219;2.7;2.088;3.641;2.403;2.099	1;1;1;2;2;2	0.197;0.803
ENSG00000019995_exon_1_731_chr10_+_126631421_126631572	657;387;417;600;366;360	24;37;40;49;27;28	14.885;8.38;8.141;7.991;9.549;10.672	1;1;1;2;2;2	0.947;0.053
ENSG00000019995_exon_1_736_chr10_+_126631426_126631577	695;431;452;641;400;395	31;37;40;49;27;29	12.418;9.339;8.818;8.53;10.435;11.287	1;1;1;2;2;2	0.964;0.036
ENSG00000019995_exon_1_781_chr10_+_126631471_126631622	795;491;550;746;495;466	37;37;45;42;25;28	11.708;10.652;9.707;11.542;13.888;13.8	1;1;1;2;2;2	0.489;0.511
ENSG00000019995_exon_1_824_chr10_+_126631514_126631665	1090;745;746;1006;721;668	55;48;71;56;36;60	10.881;12.358;8.252;11.739;14.211;9.369	1;1;1;2;2;2	0.08;0.92
ENSG00000019995_exon_1_832_chr10_+_126631522_126631673	1084;740;745;1000;719;667	55;48;71;56;36;60	10.826;12.278;8.241;11.666;14.173;9.356	1;1;1;2;2;2	0.513;0.487
ENSG00000019995_exon_1_858_chr10_+_126631548_126631699	1081;742;753;1010;723;667	53;48;71;55;36;60	11.172;12.31;8.331;11.998;14.248;9.356	1;1;1;2;2;2	0.258;0.742
ENSG00000019995_exon_1_892_chr10_+_126631582_126631733	1099;793;780;1033;749;707	65;64;49;50;42;61	9.246;9.815;12.579;13.472;12.692;9.741	1;1;1;2;2;2	0.039;0.961
ENSG00000019995_exon_1_964_chr10_+_126631654_126631805	869;751;799;851;696;640	39;31;50;22;44;43	12.188;18.906;12.601;24.614;11.271;12.473	1;1;1;2;2;2	0.881;0.119
ENSG00000019995_exon_9_158_chr10_+_126673499_126673650	354;247;271;303;241;294	93;90;79;48;55;94	2.109;2.192;2.719;4.119;3.138;2.644	1;1;1;2;2;2	0.013;0.987
ENSG00000019995_exon_9_168_chr10_+_126673509_126673660	353;251;270;305;243;295	93;90;79;48;55;94	2.102;2.226;2.709;4.147;3.175;2.653	1;1;1;2;2;2	0.896;0.104
ENSG00000019995_exon_9_191_chr10_+_126673532_126673683	288;195;201;243;177;230	59;84;68;44;44;78	2.695;1.858;2.328;3.594;2.879;2.487	1;1;1;2;2;2	0.936;0.064
ENSG00000019995_exon_9_71_chr10_+_126673412_126673563	312;217;239;262;212;263	72;82;91;41;38;122	2.391;2.12;2.091;4.164;3.976;1.83	1;1;1;2;2;2	0.998;0.002
ENSG00000020256_exon_10_1002_chr20_-_50768817_50768968	500;286;373;411;285;286	30;21;45;67;24;87	9.208;10.649;6.591;4.025;8.324;2.787	1;1;1;2;2;2	0.33;0.67
ENSG00000020256_exon_10_1087_chr20_-_50768902_50769053	458;266;374;408;305;290	43;27;64;80;30;114	5.868;7.699;4.626;3.354;7.18;2.151	1;1;1;2;2;2	0.506;0.494
ENSG00000020256_exon_10_1465_chr20_-_50769280_50769431	1111;755;1010;984;828;736	79;80;21;33;67;52	7.79;7.552;37.44;19.253;8.749;12.007	1;1;1;2;2;2	0.027;0.973
ENSG00000020256_exon_10_1476_chr20_-_50769291_50769442	1104;755;1008;984;830;736	71;80;21;33;67;52	8.559;7.552;37.365;19.253;8.769;12.007	1;1;1;2;2;2	0.036;0.964
ENSG00000021300_exon_7_24_chr11_+_73361599_73361750	515;391;469;456;377;401	189;217;237;177;220;144	1.511;1.448;1.567;1.695;1.227;2.357	1;1;1;2;2;2	0.47;0.53
ENSG00000021488_exon_11_14_chr19_-_33359366_33359517	102;76;91;45;55;33	62;29;88;19;20;22	0.917;2.044;0.82;1.521;1.936;1.293	1;1;1;2;2;2	0.344;0.656
ENSG00000021488_exon_11_28_chr19_-_33359380_33359531	104;75;90;45;55;35	62;29;88;19;20;22	0.936;2.018;0.811;1.521;1.936;1.365	1;1;1;2;2;2	0.968;0.032
ENSG00000021776_exon_1_1377_chr15_-_35149107_35149258	72;27;41;64;33;57	52;64;40;59;21;54	0.767;0.345;0.816;0.714;1.096;0.902	1;1;1;2;2;2	0.293;0.707
ENSG00000022277_exon_11_408_chr20_+_55093549_55093700	188;153;150;156;116;140	109;95;110;40;131;101	0.959;1.283;1.079;2.546;0.633;1.183	1;1;1;2;2;2	0.023;0.977
ENSG00000022277_exon_11_451_chr20_+_55093592_55093743	216;182;171;178;139;161	125;103;130;51;139;122	0.959;1.412;1.042;2.286;0.718;1.122	1;1;1;2;2;2	0.79;0.21
ENSG00000022277_exon_11_504_chr20_+_55093645_55093796	254;201;201;198;144;177	107;100;98;72;124;120	1.312;1.6;1.62;1.809;0.837;1.255	1;1;1;2;2;2	0.874;0.126
ENSG00000022567_exon_9_275_chr8_-_142264361_142264512	1016;615;753;484;555;344	75;115;28;42;30;89	7.48;4.281;20.674;7.491;13.049;3.277	1;1;1;2;2;2	0.455;0.545
ENSG00000023171_exon_23_67_chr11_+_123493279_123493430	66;59;50;45;70;35	42;26;66;22;31;44	0.867;1.789;0.598;1.322;1.615;0.682	1;1;1;2;2;2	0.021;0.979
ENSG00000023171_exon_3_54_chr11_+_123448127_123448278	68;51;46;42;47;34	32;28;45;24;43;23	1.186;1.447;0.828;1.134;0.783;1.269	1;1;1;2;2;2	0.208;0.792
ENSG00000023191_exon_8_117_chr11_-_504939_505090	208;131;140;143;159;156	45;52;99;44;90;29	2.561;2.016;1.122;2.12;1.266;4.472	1;1;1;2;2;2	0.938;0.062
ENSG00000023191_exon_8_138_chr11_-_504960_505111	208;131;143;143;160;160	45;52;99;44;83;29	2.561;2.016;1.147;2.12;1.378;4.58	1;1;1;2;2;2	0.787;0.213
ENSG00000023191_exon_8_143_chr11_-_504965_505116	208;131;143;143;160;160	45;52;99;44;83;29	2.561;2.016;1.147;2.12;1.378;4.58	1;1;1;2;2;2	0.128;0.872
ENSG00000023191_exon_8_202_chr11_-_505024_505175	195;116;126;130;147;147	22;52;98;44;73;29	4.797;1.78;1.019;1.935;1.433;4.202	1;1;1;2;2;2	0.898;0.102
ENSG00000023191_exon_8_24_chr11_-_504846_504997	225;144;154;142;167;170	53;51;130;69;99;29	2.328;2.251;0.936;1.353;1.208;4.876	1;1;1;2;2;2	0.321;0.679
ENSG00000023191_exon_8_252_chr11_-_505074_505225	192;116;127;128;146;146	22;52;98;44;73;29	4.716;1.78;1.028;1.905;1.424;4.175	1;1;1;2;2;2	0.963;0.037
ENSG00000023191_exon_8_277_chr11_-_505099_505250	191;114;127;128;146;146	22;52;98;44;73;29	4.689;1.751;1.028;1.905;1.424;4.175	1;1;1;2;2;2	0.387;0.613
ENSG00000023191_exon_8_78_chr11_-_504900_505051	220;137;150;142;166;168	49;38;148;44;90;29	2.455;2.9;0.8;2.104;1.318;4.795	1;1;1;2;2;2	0.848;0.152
ENSG00000023191_exon_8_82_chr11_-_504904_505055	222;137;147;142;166;168	48;38;145;44;90;29	2.564;2.9;0.806;2.104;1.318;4.795	1;1;1;2;2;2	0.99;0.01
ENSG00000023191_exon_8_89_chr11_-_504911_505062	222;137;147;142;166;165	45;38;145;44;90;29	2.724;2.9;0.806;2.104;1.318;4.714	1;1;1;2;2;2	0.703;0.297
ENSG00000023516_exon_8_3522_chr13_+_42877019_42877170	286;237;234;338;169;344	38;46;36;41;22;56	4.109;4.119;5.117;5.365;5.363;5.195	1;1;1;2;2;2	0.044;0.956
ENSG00000023516_exon_8_3526_chr13_+_42877023_42877174	287;238;236;343;170;344	38;46;43;41;22;55	4.125;4.136;4.28;5.431;5.393;5.294	1;1;1;2;2;2	0.665;0.335
ENSG00000023516_exon_8_3624_chr13_+_42877121_42877272	303;245;254;377;196;378	34;46;53;57;21;55	4.834;4.252;3.767;4.326;6.515;5.817	1;1;1;2;2;2	0.293;0.707
ENSG00000023516_exon_8_3636_chr13_+_42877133_42877284	302;241;255;372;193;375	34;46;53;57;20;55	4.817;4.186;3.782;4.267;6.727;5.773	1;1;1;2;2;2	0.418;0.582
ENSG00000023516_exon_8_856_chr13_+_42874353_42874504	119;127;92;158;104;136	49;37;73;39;33;69	1.325;2.752;0.998;2.627;2.25;1.683	1;1;1;2;2;2	0.33;0.67
ENSG00000023516_exon_8_866_chr13_+_42874363_42874514	120;129;95;158;104;139	49;37;73;39;33;69	1.338;2.814;1.03;2.627;2.25;1.717	1;1;1;2;2;2	0.908;0.092
ENSG00000023516_exon_8_882_chr13_+_42874379_42874530	124;134;97;162;108;144	49;37;73;39;33;69	1.387;2.918;1.052;2.696;2.331;1.775	1;1;1;2;2;2	0.067;0.933
ENSG00000023516_exon_8_888_chr13_+_42874385_42874536	123;134;97;161;108;144	49;37;80;32;33;69	1.375;2.918;0.968;3.247;2.331;1.775	1;1;1;2;2;2	0.56;0.44
ENSG00000023516_exon_8_904_chr13_+_42874401_42874552	135;140;104;162;107;146	48;37;68;30;33;69	1.569;3.043;1.205;3.478;2.311;1.799	1;1;1;2;2;2	0.105;0.895
ENSG00000023697_exon_14_211_chr12_+_16189833_16189984	245;120;156;152;182;174	39;29;27;83;36;30	3.438;3.235;4.451;1.21;3.595;4.812	1;1;1;2;2;2	0.621;0.379
ENSG00000023697_exon_14_236_chr12_+_16189858_16190009	245;125;156;161;183;177	39;29;27;98;38;30	3.438;3.364;4.451;1.082;3.428;4.89	1;1;1;2;2;2	0.691;0.309
ENSG00000023697_exon_14_269_chr12_+_16189891_16190042	240;135;158;170;187;183	41;29;30;97;65;30	3.223;3.649;4.187;1.157;2.067;5.046	1;1;1;2;2;2	0.191;0.809
ENSG00000023697_exon_14_294_chr12_+_16189916_16190067	197;117;135;130;157;145	39;30;30;76;52;30	2.772;3.052;3.593;1.131;2.171;4.005	1;1;1;2;2;2	0.724;0.276
ENSG00000023697_exon_14_304_chr12_+_16189926_16190077	188;117;135;128;156;145	39;30;30;76;52;25	2.648;3.052;3.593;1.113;2.158;4.84	1;1;1;2;2;2	0.583;0.417
ENSG00000025039_exon_1_3253_chr6_-_90077606_90077757	312;248;245;440;362;393	85;107;109;179;76;146	2.023;1.862;1.787;1.619;3.384;2.279	1;1;1;2;2;2	0.918;0.082
ENSG00000025039_exon_1_3314_chr6_-_90077667_90077818	317;261;252;453;365;418	106;119;116;214;79;174	1.652;1.76;1.714;1.395;3.284;2.037	1;1;1;2;2;2	0.232;0.768
ENSG00000025039_exon_1_3366_chr6_-_90077719_90077870	318;267;252;467;375;432	130;119;116;244;102;177	1.357;1.798;1.714;1.259;2.631;2.069	1;1;1;2;2;2	0.12;0.88
ENSG00000025039_exon_6_10_chr6_-_90097022_90097173	223;138;182;269;184;248	24;99;22;74;74;124	5.053;1.114;6.447;2.387;1.768;1.696	1;1;1;2;2;2	0.938;0.062
ENSG00000025039_exon_6_2_chr6_-_90097014_90097165	225;141;179;270;184;248	24;99;22;74;74;124	5.104;1.137;6.339;2.396;1.768;1.696	1;1;1;2;2;2	0.249;0.751
ENSG00000025039_exon_6_20_chr6_-_90097032_90097183	222;140;185;272;186;248	24;99;22;74;74;124	5.028;1.13;6.555;2.415;1.786;1.696	1;1;1;2;2;2	0.874;0.126
ENSG00000025039_exon_6_99_chr6_-_90097111_90097262	187;128;142;202;164;170	52;119;35;135;76;116	1.975;0.86;3.209;0.984;1.537;1.253	1;1;1;2;2;2	0.771;0.229
ENSG00000025293_exon_14_164_chr20_+_34451097_34451248	123;104;78;71;84;81	44;81;87;68;102;96	1.55;1.035;0.71;0.691;0.59;0.713	1;1;1;2;2;2	0.226;0.774
ENSG00000025293_exon_14_173_chr20_+_34451106_34451257	125;106;76;79;85;88	53;81;84;79;102;96	1.301;1.054;0.718;0.657;0.596;0.779	1;1;1;2;2;2	0.296;0.704
ENSG00000025293_exon_14_188_chr20_+_34451121_34451272	118;106;73;79;85;88	50;81;84;79;102;96	1.289;1.054;0.689;0.657;0.596;0.779	1;1;1;2;2;2	0.243;0.757
ENSG00000025293_exon_14_225_chr20_+_34451158_34451309	103;99;66;71;76;79	49;80;80;54;71;79	1.154;0.991;0.656;0.867;0.765;0.845	1;1;1;2;2;2	0.61;0.39
ENSG00000025293_exon_14_236_chr20_+_34451169_34451320	98;96;62;66;69;72	40;80;65;54;43;78	1.346;0.962;0.756;0.804;1.143;0.785	1;1;1;2;2;2	0.08;0.92
ENSG00000025293_exon_14_41_chr20_+_34450974_34451125	89;69;85;64;63;68	63;38;96;112;69;71	0.786;1.46;0.706;0.376;0.65;0.822	1;1;1;2;2;2	0.112;0.888
ENSG00000025293_exon_14_54_chr20_+_34450987_34451138	89;69;86;64;62;71	53;38;96;112;69;71	0.924;1.46;0.714;0.376;0.641;0.856	1;1;1;2;2;2	0.837;0.163
ENSG00000025293_exon_14_64_chr20_+_34450997_34451148	89;74;87;64;64;71	53;38;96;112;69;71	0.924;1.562;0.723;0.376;0.66;0.856	1;1;1;2;2;2	0.657;0.343
ENSG00000025293_exon_27_284_chr20_+_34535689_34535840	657;557;638;602;330;556	43;60;41;23;51;26	8.413;7.364;12.141;16.705;4.625;17.771	1;1;1;2;2;2	0.004;0.996
ENSG00000025770_exon_1_46_chr22_+_50946689_50946840	160;130;122;111;139;84	82;40;45;39;31;92	1.084;2.617;2.161;1.849;3.166;0.772	1;1;1;2;2;2	0.99;0.01
ENSG00000025772_exon_7_33_chr20_-_43588879_43589030	346;252;276;219;237;211	92;125;234;132;174;107	2.084;1.612;0.936;1.088;0.977;1.673	1;1;1;2;2;2	0.999;0.001
ENSG00000025796_exon_1_3802_chr6_-_108192760_108192911	166;135;138;230;137;193	25;32;40;19;31;51	3.638;3.307;2.707;7.673;3.123;3.221	1;1;1;2;2;2	0.429;0.571
ENSG00000025796_exon_1_3857_chr6_-_108192815_108192966	346;283;286;426;261;341	58;100;127;135;81;131	3.294;2.251;1.786;2.069;2.3;2.202	1;1;1;2;2;2	0.091;0.909
ENSG00000025796_exon_1_3878_chr6_-_108192836_108192987	375;301;302;453;283;361	78;113;129;155;84;148	2.664;2.135;1.85;1.92;2.404;2.063	1;1;1;2;2;2	0.672;0.328
ENSG00000025796_exon_1_3935_chr6_-_108192893_108193044	241;186;186;257;181;202	72;115;116;193;82;142	1.85;1.3;1.27;0.879;1.575;1.205	1;1;1;2;2;2	0.07;0.93
ENSG00000025796_exon_23_12_chr6_-_108279100_108279251	47;127;89;136;81;140	44;64;21;37;37;58	0.595;1.572;3.328;2.383;1.56;2.043	1;1;1;2;2;2	0.493;0.507
ENSG00000025796_exon_23_21_chr6_-_108279109_108279260	43;118;83;129;75;121	39;62;21;34;27;54	0.604;1.513;3.101;2.469;1.969;1.908	1;1;1;2;2;2	0.99;0.01
ENSG00000025796_exon_5_18_chr6_-_108204208_108204359	269;336;165;311;289;397	96;100;150;198;109;293	1.556;2.672;0.875;1.037;1.9;1.151	1;1;1;2;2;2	0.245;0.755
ENSG00000025800_exon_16_189_chr1_+_32636495_32636646	293;192;162;244;174;155	27;34;83;96;23;35	5.966;4.414;1.542;1.675;5.312;3.771	1;1;1;2;2;2	0.905;0.095
ENSG00000025800_exon_16_287_chr1_+_32636593_32636744	768;490;520;716;493;446	45;61;114;73;42;88	9.432;6.366;3.605;6.436;8.365;4.298	1;1;1;2;2;2	0.849;0.151
ENSG00000025800_exon_16_291_chr1_+_32636597_32636748	810;501;550;724;537;472	45;55;143;73;49;93	9.946;7.24;3.042;6.511;7.828;4.286	1;1;1;2;2;2	0.087;0.913
ENSG00000025800_exon_16_296_chr1_+_32636602_32636753	1038;663;743;918;702;613	52;88;169;49;59;96	10.918;6.012;3.485;12.221;8.534;5.388	1;1;1;2;2;2	0.865;0.135
ENSG00000025800_exon_16_326_chr1_+_32636632_32636783	1127;701;807;975;743;677	83;102;162;52;58;100	7.462;5.471;3.936;12.233;9.18;5.753	1;1;1;2;2;2	0.952;0.048
ENSG00000025800_exon_16_390_chr1_+_32636696_32636847	899;588;705;836;638;572	73;91;140;38;48;93	6.788;5.152;3.99;14.268;9.493;5.194	1;1;1;2;2;2	0.965;0.035
ENSG00000025800_exon_16_410_chr1_+_32636716_32636867	862;557;676;787;612;524	69;87;140;40;43;81	6.865;5.112;3.828;12.779;10.149;5.446	1;1;1;2;2;2	0.526;0.474
ENSG00000025800_exon_16_420_chr1_+_32636726_32636877	853;552;673;781;608;524	67;86;140;40;43;81	6.983;5.128;3.811;12.678;10.07;5.446	1;1;1;2;2;2	0.993;0.007
ENSG00000025800_exon_16_5342_chr1_+_32641648_32641799	66;52;58;62;35;54	19;20;56;50;26;29	1.858;2.064;0.813;0.813;0.97;1.562	1;1;1;2;2;2	0.988;0.012
ENSG00000025800_exon_16_5350_chr1_+_32641656_32641807	88;67;82;87;61;77	19;20;56;56;27;40	2.478;2.627;1.156;1.019;1.6;1.628	1;1;1;2;2;2	0.527;0.473
ENSG00000025800_exon_16_5404_chr1_+_32641710_32641861	138;121;128;134;84;131	43;20;71;61;31;76	1.768;4.728;1.422;1.438;1.917;1.456	1;1;1;2;2;2	0.245;0.755
ENSG00000025800_exon_16_5566_chr1_+_32641872_32642023	230;165;209;237;187;208	84;58;125;57;66;122	1.51;2.264;1.325;2.717;2.007;1.45	1;1;1;2;2;2	0.097;0.903
ENSG00000025800_exon_16_5573_chr1_+_32641879_32642030	215;147;186;220;180;182	74;58;125;55;66;91	1.606;2.014;1.183;2.617;1.936;1.693	1;1;1;2;2;2	0.252;0.748
ENSG00000025800_exon_16_5608_chr1_+_32641914_32642065	182;126;172;197;168;161	73;69;118;57;72;92	1.376;1.446;1.152;2.264;1.658;1.483	1;1;1;2;2;2	0.067;0.933
ENSG00000025800_exon_16_5612_chr1_+_32641918_32642069	182;126;172;197;168;161	73;69;118;57;72;92	1.376;1.446;1.152;2.264;1.658;1.483	1;1;1;2;2;2	0.181;0.819
ENSG00000025800_exon_16_5634_chr1_+_32641940_32642091	181;132;172;198;175;162	74;85;118;57;73;92	1.35;1.248;1.152;2.276;1.709;1.491	1;1;1;2;2;2	0.793;0.207
ENSG00000025800_exon_16_5649_chr1_+_32641955_32642106	181;128;171;195;176;162	86;86;118;59;74;92	1.159;1.188;1.145;2.166;1.696;1.491	1;1;1;2;2;2	0.345;0.655
